ion_formula,charge,mz,class,reagent,phase,instrument,contributor,site,setting,biome,campaign,reference,peaklist_file
C2H4IO3S,-,234.89314,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H4IO5,-,234.91089,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H3O11S,-,234.94016,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H8IO4,-,234.94728,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H8IO,-,234.96254,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,235.85790,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
CH3INO5,-,235.90614,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H7INO,-,235.95779,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H10NO8,-,236.04119,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H14NO7,-,236.07758,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H18NO6,-,236.11396,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H7ClIO2,-,236.91848,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H6IO2,-,236.94180,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
HINO6,-,237.88541,inorganic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H5INO2,-,237.93705,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H6O8S,-,237.97889,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,238.11430,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H22O3,-,238.15744,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
CH4IO4S,-,238.88805,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H4IO3,-,238.92107,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H4IN2O2,-,238.93230,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H8IO2,-,238.95745,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H3N2O10,-,238.97932,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7N2O9,-,239.01570,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H11N2O8,-,239.05209,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C13H19O4,-,239.12888,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H3INO3,-,239.91631,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H7INO2,-,239.95270,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2HF3IO2,-,240.89789,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H6IO3,-,240.93672,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H10IO2,-,240.97310,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H5INO3,-,241.93196,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H9INO2,-,241.96835,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H6O9S,-,241.97380,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8NO8S,-,241.99761,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H4IO4,-,242.91598,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H8IO3,-,242.95237,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H12IO2,-,242.98875,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H19O5,-,243.12380,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H3INO4,-,243.91123,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H7INO3,-,243.94761,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H6NO9S,-,243.97688,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,244.09080,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C12H20O5,-,244.13162,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,244.16010,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H6IO4,-,244.93163,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H5O10S,-,244.96089,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H10IO3,-,244.96802,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H9O7S2,-,244.97952,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H25O,-,245.19109,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,245.81430,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H5INO4,-,245.92688,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H9INO3,-,245.96326,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H4N3O8,-,246.00039,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,246.09070,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,246.10400,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H4IO5,-,246.91089,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H8IO4,-,246.94728,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H12IO3,-,246.98367,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,247.08200,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H19O6,-,247.11871,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C16H23O2,-,247.17035,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C17H27O,-,247.20674,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,247.81150,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H3INO5,-,247.90614,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H7INO4,-,247.94253,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H9IO4,-,247.95511,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H6NO10S,-,247.97179,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H6NO9,-,248.00480,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H16O7,-,248.09015,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H18NO6,-,248.11396,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,248.16600,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H6IO3S,-,248.90879,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H6IO5,-,248.92654,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H6IO2,-,248.94180,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C4H10IO4,-,248.96293,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H10IO,-,248.97819,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,249.12950,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,249.17540,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
CHINO6,-,249.88541,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H5INO5,-,249.92179,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H5INO2,-,249.93705,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,249.98500,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H12NO8,-,250.05684,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C9H16NO7,-,250.09323,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C14H20NO3,-,250.14487,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C11H24NO5,-,250.16600,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
IN2O6,-,250.88066,inorganic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H4IO4S,-,250.88805,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C2H4IO6,-,250.90581,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C7H8IO2,-,250.95745,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C3H7O11S,-,250.97146,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C8H12IO,-,250.99384,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,251.05230,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
,,251.06630,unassigned,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C15H23O3,-,251.16527,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C5H3INO3,-,251.91631,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C6H7INO2,-,251.95270,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
C10H6NO7,-,252.01498,organic,I-,particle,FIGAERO-LTOF-CIMS,Chao Yan,Beijing urban (BUCT),atmosphere,urban,BUCT long-term,"Daellenbach et al., 2024, Nat. Geosci.",peakList_figaero_check_particle_winter_summer_v7.db
